Bill,Fir Start Date,Bill Date,Accounting Date,Due Date,Total,Total Currency,Outstanding,Outstanding Currency,Country,Operator,Operator Ref ID,Call Sign,Aircraft Registration,Origin ICAO Code,Origin IATA Code,Destination ICAO Code,Destination IATA Code,Aircraft Manufacturer,Aircraft Model,Aircraft Model ICAO Code,Aircraft Model MTOW (kg),Fir Started,Fir Ended,Duration,Flight ID,Flight Segment ID,Flight Segment Observed Point Count,Flight Segment Point Count,Flight Segment Duration Seconds,Flight Duration Seconds,Flight Length Km,Flight Path Observed Point Count,Flight Path Point Count,Manually Updated,Flight Takeoff,Flight Landing,Departure Scheduled Utc,Arrival Scheduled Utc
9Y2MNHTLQ2,2024-09-30 04:40:00 UTC,,,,395.00,USD,395.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR8749,A7BFU,OTHH,DOH,FAOR,JNB,BOEING,BOEING 777-200LR,B77L,347500.0,2024-09-30 @ 04:40 UTC,2024-09-30 @ 06:18 UTC,01:38:00,b1210289-0f71-4980-9fcf-b55388a0d34a,9009591d-e543-43d0-aafc-cb120a0f8230,93,93,5880,28200,6732.13,248,248,false,2024-09-30 02:38:00 UTC,2024-09-30 10:28:00 UTC,,
AHJHJZ23ZZ,2024-09-09 08:28:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE7X,A6EOY,OMDB,DXB,FIMP,MRU,AIRBUS,AIRBUS A-380-800,A388,560000.0,2024-09-09 @ 08:28 UTC,2024-09-09 @ 08:28 UTC,00:00:00,58c4ffa8-34f8-4564-a0a8-5fdce3ad1fe8,6474b7ab-ca08-4172-b1eb-44e973fe1627,3,3,0,21900,5167.7,118,118,false,2024-09-09 06:40:00 UTC,2024-09-09 12:45:00 UTC,,
VDZKNH27JW,2024-09-09 08:54:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE4DU,A6EEE,OMDB,DXB,FAOR,JNB,AIRBUS,AIRBUS A-380-800,A388,560000.0,2024-09-09 @ 08:54 UTC,2024-09-09 @ 10:54 UTC,02:00:00,26fb878f-3c24-4f3f-8c8a-5ac602e21d3c,f605b287-512a-4e7b-8e14-c5547b0cef7f,117,117,7200,27540,6675.78,326,326,false,2024-09-09 07:00:00 UTC,2024-09-09 14:39:00 UTC,,
DZCCWDTPLP,2024-09-09 06:31:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE247,A6EWB,OMDB,DXB,SBGL,GIG,BOEING,BOEING 777-200LR BBJ,B77L,347500.0,2024-09-09 @ 06:31 UTC,2024-09-09 @ 06:53 UTC,00:22:00,45f53c38-380c-4357-b092-a4a1de10d465,91b79df6-467d-4511-be8d-7133ce556ed6,24,24,1320,51720,12788.87,243,243,false,2024-09-09 04:27:00 UTC,2024-09-09 18:49:00 UTC,2024-09-09 04:05:00 UTC,2024-09-09 18:55:00 UTC
PNC24VU7HY,2024-09-30 09:34:00 UTC,,,,345.00,USD,345.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH373,ETAQN,HCMH,HGA,HAAB,ADD,BOEING,BOEING 737-800,B738,70530.0,2024-09-30 @ 09:34 UTC,2024-09-30 @ 09:34 UTC,00:00:00,7dcb3f82-7258-4ff0-801c-1d756026ebe0,2adb6a3b-f6ed-4fb5-9540-d0837edb545f,1,2,0,3360,586.04,20,21,false,2024-09-30 09:00:00 UTC,2024-09-30 09:56:00 UTC,2024-09-30 09:00:00 UTC,2024-09-30 10:20:00 UTC
Y7F7LTVTHX,2024-09-09 15:50:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE4P,A6EBM,HKJK,NBO,OMDB,DXB,BOEING,BOEING 777-300,B773,299370.0,2024-09-09 @ 15:50 UTC,2024-09-09 @ 16:33 UTC,00:43:00,7fb5b8f3-4dbd-4791-9276-69db0ccd6fb9,f2037ad3-61d0-4f8b-8e3c-f71ccf822b9d,46,46,2580,16800,3893.59,222,222,false,2024-09-09 14:04:00 UTC,2024-09-09 18:44:00 UTC,2024-09-09 13:35:00 UTC,2024-09-09 18:40:00 UTC
DD7DTKYE9V,2024-09-30 04:28:00 UTC,,,,40.00,USD,40.00,USD,Somalia,BAR Aviation,X9D7HNQYYV,SF166,N208PM,,,,,CESSNA,CESSNA 208B Grand Caravan,C208,3629.0,2024-09-30 @ 04:28 UTC,2024-09-30 @ 04:39 UTC,00:11:00,cba7f45d-149d-4cbc-a2bb-f2f23e883af1,dfc6010d-74c9-436d-af41-2ef6b3ff24dc,12,12,660,720,36.31,12,12,false,2024-09-30 04:28:00 UTC,2024-09-30 04:40:00 UTC,,
PVVDP9W9XP,2024-09-09 13:42:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE726,A6EGI,HTDA,DAR,OMDB,DXB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-09 @ 13:42 UTC,2024-09-09 @ 15:47 UTC,02:05:00,7e9fc0ad-85a7-48fc-9fe9-9a5fbf164bc4,950517f1-62d8-4441-ba6c-862a59088ede,114,114,7500,18600,4238.21,215,215,false,2024-09-09 12:51:00 UTC,2024-09-09 18:01:00 UTC,2024-09-09 12:25:00 UTC,2024-09-09 17:50:00 UTC
JUJ9VA3FPD,2024-09-09 09:38:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH641,ETANP,VABB,BOM,HAAB,ADD,BOEING,BOEING 777-200LR BBJ,B77L,347500.0,2024-09-09 @ 09:38 UTC,2024-09-09 @ 09:38 UTC,00:00:00,d2f5b186-600c-4507-8a2e-3564b9d7130b,01e47bb9-a369-457f-b9ae-c61d3c3f9fca,4,4,0,15660,3862.66,81,81,false,2024-09-09 06:21:00 UTC,2024-09-09 10:42:00 UTC,2024-09-09 05:35:00 UTC,2024-09-09 10:50:00 UTC
XWKQLQDKVW,2024-09-08 22:57:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH636,ETANO,HAAB,ADD,,,BOEING,BOEING 777-200LR BBJ,B77L,347500.0,2024-09-08 @ 22:57 UTC,2024-09-08 @ 22:57 UTC,00:00:00,9dadff3b-d9e6-46ca-9b2c-c10ca0c5e15e,9d58cf9a-c749-4eef-a841-572dfc4607ec,4,4,0,32640,7671.52,340,340,false,2024-09-08 21:58:00 UTC,2024-09-09 07:02:00 UTC,2024-09-08 21:25:00 UTC,2024-09-09 07:10:00 UTC
MDJJPMFQQX,2024-09-30 08:57:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH689,ETATH,VIDP,DEL,HAAB,ADD,BOEING,BOEING Dreamliner (Srs.8),B788,228000.0,2024-09-30 @ 08:57 UTC,2024-09-30 @ 08:57 UTC,00:00:00,0d480ef7-a0b8-4707-9161-3ac9927b996d,c87e8518-add4-496a-8f6b-a5f5184ef110,2,2,0,20160,4933.79,168,168,false,2024-09-30 04:18:00 UTC,2024-09-30 09:54:00 UTC,,
ATJDT2FMAW,2024-09-09 13:00:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB651,A6FMR,OMDB,DXB,HUEN,EBB,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-09-09 @ 13:00 UTC,2024-09-09 @ 13:25 UTC,00:25:00,edefb38b-2dbf-44ec-ad66-fafa6591632f,1a30f0d3-6d4b-472d-a1ca-3f4e74561dd3,25,25,1500,17640,4098.96,139,139,false,2024-09-09 10:37:00 UTC,2024-09-09 15:31:00 UTC,2024-09-09 09:55:00 UTC,2024-09-09 15:35:00 UTC
D2Q79AMLEP,2024-09-09 09:04:00 UTC,,,,395.00,USD,395.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR74K,A7ALP,OTHH,DOH,FAOR,JNB,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-09-09 @ 09:04 UTC,2024-09-09 @ 11:02 UTC,01:58:00,35a5c9d8-e682-4508-ab29-4d9d57cff96a,c7b61502-b141-451a-9536-9ad70f14560b,116,116,7080,28020,6844.5,308,308,false,2024-09-09 06:57:00 UTC,2024-09-09 14:44:00 UTC,,
TP9HLQ2T49,2024-09-09 11:00:00 UTC,,,,365.00,USD,365.00,USD,Somalia,DHL AVIATION EEMEA B.S.C.(C),4U9CJY7KKU,DHX413,A9CDHZ,OBBI,BAH,HKJK,NBO,BOEING,BOEING 767-300,B763,186880.0,2024-09-09 @ 11:00 UTC,2024-09-09 @ 11:00 UTC,00:00:00,c6e1b419-82b9-48d0-adbb-1e50b91688d7,c0d366c2-4917-4ad3-936b-b413bdf2885b,1,2,0,19256,3544.55,83,84,false,2024-09-09 07:04:03 UTC,2024-09-09 12:25:00 UTC,,
HQQQL4XLDF,2024-09-09 07:01:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE99T,A6ENX,OMDB,DXB,FSIA,SEZ,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-09 @ 07:01 UTC,2024-09-09 @ 07:01 UTC,00:00:00,d35bc30c-e7f8-451d-8905-fc95efbbcfe2,893212bc-a398-4aea-ab87-a3411b654aeb,3,3,0,14880,3371.26,78,78,false,2024-09-09 05:15:00 UTC,2024-09-09 09:23:00 UTC,2024-09-09 04:55:00 UTC,2024-09-09 09:35:00 UTC
W9HPVPNAPM,2024-09-30 08:51:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE719,A6ENN,OMDB,DXB,HKJK,NBO,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-30 @ 08:51 UTC,2024-09-30 @ 10:16 UTC,01:25:00,669519d8-5926-464e-b706-c7b3dedffccb,f4f944cb-3bae-445a-bfa9-26659666b983,45,45,5100,16440,3887.81,213,213,false,2024-09-30 06:57:00 UTC,2024-09-30 11:31:00 UTC,2024-09-30 06:30:00 UTC,2024-09-30 11:30:00 UTC
EFZA9AHKDC,2024-09-08 23:14:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR FRANCE,VCUKH9C3FA,AFR652,FGSQO,LFPG,CDG,FMEE,RUN,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-08 @ 23:14 UTC,2024-09-09 @ 00:27 UTC,01:13:00,69abd8b6-c5af-408d-9bd2-8c7bbba88fcc,19869fc2-d111-4788-83bf-a4adc4a89066,46,46,4380,37200,9618.25,260,261,false,2024-09-08 16:45:00 UTC,2024-09-09 03:05:00 UTC,2024-09-08 16:05:00 UTC,2024-09-09 03:05:00 UTC
4VT2FP9JNH,2024-09-06 14:53:00 UTC,,,,345.00,USD,345.00,USD,Somalia,,,ROGUE18,901791,,,,,LOCKHEED,LOCKHEED KC-130H Hercules,C130,70310.0,2024-09-06 @ 14:53 UTC,2024-09-06 @ 16:11 UTC,01:18:00,0ef299c4-e849-4575-8382-b285df3a5389,b788f310-26ae-496c-9cf0-66e3c3e5f64d,80,80,4680,6360,967.09,106,106,false,2024-09-06 14:26:00 UTC,2024-09-06 16:12:00 UTC,,
PVHFM2LNLL,2024-09-09 13:56:00 UTC,,,,345.00,USD,345.00,USD,Somalia,AIR ARABIA,R3YRCFJFWK,ABY721,A6AOH,HUEN,EBB,OMSJ,SHJ,AIRBUS,AIRBUS A-320 ,A320,73900.0,2024-09-09 @ 13:56 UTC,2024-09-09 @ 14:31 UTC,00:35:00,8c8705a9-1a8b-43bb-99cb-b0d3bcff7ad2,ec53a786-18e8-4023-b076-dfca87c568a3,36,36,2100,20220,4180.56,151,152,false,2024-09-09 11:25:00 UTC,2024-09-09 17:02:00 UTC,2024-09-09 11:25:00 UTC,2024-09-09 17:00:00 UTC
N2LNNKVTPE,2024-09-09 04:57:00 UTC,,,,395.00,USD,395.00,USD,Somalia,Uganda National Airlines Company Limited dba Uganda Airlines,JFPEPVPV3N,UGD445,5XCRN,OMDB,DXB,,,AIRBUS,AIRBUS A-330-800,A338,251000.0,2024-09-09 @ 04:57 UTC,2024-09-09 @ 05:23 UTC,00:26:00,75f286b6-23cd-4931-9ec0-9004414eb60e,701e63ae-ba5d-407d-a747-61ca94683538,29,29,1560,16620,4084.95,148,148,false,2024-09-09 02:47:00 UTC,2024-09-09 07:24:00 UTC,,
KXQVMAQ7LJ,2024-09-30 09:10:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE40J,A6EWG,OMDB,DXB,HAAB,ADD,BOEING,BOEING 777-200LR BBJ,B77L,347500.0,2024-09-30 @ 09:10 UTC,2024-09-30 @ 09:36 UTC,00:26:00,bfb79ea4-076b-4096-847f-d6a632d54021,fa278877-f4fa-4659-9818-e3f5d95e4756,28,28,1560,13140,2993.69,122,122,false,2024-09-30 07:03:00 UTC,2024-09-30 10:42:00 UTC,,
AEQD7ECCK9,2024-09-09 01:16:00 UTC,,,,395.00,USD,395.00,USD,Somalia,FRENCH BLUE,KKYTYFEWRV,FBU70A,FHMIX,LFPO,ORY,FMEE,RUN,AIRBUS,AIRBUS A-350-1000 WXB ,A35K,286670.0,2024-09-09 @ 01:16 UTC,2024-09-09 @ 02:47 UTC,01:31:00,5135ebcb-7a1c-45ce-8e20-629ede822117,19516f90-6412-4810-9399-ff0eeb33a092,44,44,5460,36300,9701.83,261,262,false,2024-09-08 18:55:00 UTC,2024-09-09 05:00:00 UTC,2024-09-08 17:55:00 UTC,2024-09-09 05:00:00 UTC
CPHUUQX3ZE,2024-09-30 05:03:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE6M,A6EBM,OMDB,DXB,DGAA,ACC,BOEING,BOEING 777-300,B773,299370.0,2024-09-30 @ 05:03 UTC,2024-09-30 @ 06:01 UTC,00:58:00,fe0f60a7-44f2-4e8b-880f-8d77f195fbbd,28a30b40-a932-4fef-84a6-40f7f030e6f5,25,25,3480,28920,7329.2,221,221,false,2024-09-30 03:03:00 UTC,2024-09-30 11:05:00 UTC,,
3QJUJQTZZZ,2024-09-09 08:22:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR FRANCE,VCUKH9C3FA,AFR647,FGSQN,FMEE,RUN,LFPG,CDG,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-09 @ 08:22 UTC,2024-09-09 @ 09:02 UTC,00:40:00,6bd73fd3-70ad-4eda-9f0a-e215ca1ffe8a,cda9505f-ad83-43dc-bf28-13b2739e82ab,42,42,2400,40260,9695.51,313,314,false,2024-09-09 05:30:00 UTC,2024-09-09 16:41:00 UTC,2024-09-09 05:30:00 UTC,2024-09-09 17:10:00 UTC
THT2NNXNJE,2024-09-09 14:31:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB647,A6FGD,OMDB,DXB,HAAB,ADD,BOEING,BOEING 737-800,B738,70530.0,2024-09-09 @ 14:31 UTC,2024-09-09 @ 14:56 UTC,00:25:00,ba8b6517-97e7-474f-a114-d90946890c0f,3a23743f-a90b-4a17-aec7-6f291cb42cdc,27,27,1500,13440,3049.41,119,119,false,2024-09-09 12:15:00 UTC,2024-09-09 15:59:00 UTC,2024-09-09 11:40:00 UTC,2024-09-09 16:05:00 UTC
C22PFFZY3P,2024-09-30 10:20:00 UTC,,,,395.00,USD,395.00,USD,Somalia,TURK HAVA YOLLARI (TURKISH AIRLINES CO.),MX37XUPJXH,THY4902,TCJIR,LTFC,ISE,HCMM,MGQ,AIRBUS,AIRBUS A-330-200,A332,230000.0,2024-09-30 @ 10:20 UTC,2024-09-30 @ 11:28 UTC,01:08:00,9532b3b4-d342-4d36-91fa-d377e5a50e27,0fc89711-632f-4588-adc2-0b44e87bc55e,46,46,4080,20100,4478.24,141,141,false,2024-09-30 05:54:00 UTC,2024-09-30 11:29:00 UTC,2024-09-30 05:10:00 UTC,2024-09-30 11:00:00 UTC
LEPPD49JT9,2024-09-09 02:07:00 UTC,,,,345.00,USD,345.00,USD,Somalia,RWANDAIR LTD.,N4A7KUJN39,RWD9316,9XRWW,,,OMDW,DWC,BOEING,BOEING 737-800,B738,70530.0,2024-09-09 @ 02:07 UTC,2024-09-09 @ 02:31 UTC,00:24:00,8abbcacb-e790-4c88-8787-ca677f8f9f70,b6fa98f6-57b7-4da2-8616-b999ce2de817,27,27,1440,19020,4140.34,162,162,false,2024-09-08 23:44:00 UTC,2024-09-09 05:01:00 UTC,,
JE2UDPQ9WH,2024-09-30 06:21:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETIHAD AIRWAYS,79JEJE3VVK,ETD956,A6DDF,OMAA,AUH,FAOR,JNB,BOEING,BOEING 777-200,B772,247210.0,2024-09-30 @ 06:21 UTC,2024-09-30 @ 08:28 UTC,02:07:00,8804f4c8-242e-4b86-8f19-f2758a60575c,39b2f139-aed1-441a-8b93-f473563538ba,97,97,7620,27300,6736.33,285,285,false,2024-09-30 04:29:00 UTC,2024-09-30 12:04:00 UTC,2024-09-30 04:15:00 UTC,2024-09-30 12:25:00 UTC
H3729Z7T9Y,2024-09-30 11:21:00 UTC,,,,245.00,USD,245.00,USD,Somalia,International Committee of the Red Cross (South Sudan) ICRC,W3TERWYVH7,7QSTA,7QSTA,HCMM,MGQ,,,DE HAVILLAND CANADA,DE HAVILLAND CANADA CC-115 Buffalo,DHC5,22316.744604,2024-09-30 @ 11:21 UTC,2024-09-30 @ 12:08 UTC,00:47:00,51dccb5b-fb43-4de4-b342-2f81dcb053f0,a2b2f702-feab-40be-aa45-5d0f6859e99b,16,16,2820,2880,234.2,16,16,false,2024-09-30 11:21:00 UTC,2024-09-30 12:09:00 UTC,,
PQDF3TPEW7,2024-09-09 17:26:00 UTC,,,,395.00,USD,395.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR22G,A7BBB,FSIA,SEZ,OTHH,DOH,BOEING,BOEING 777-200LR BBJ,B77L,347500.0,2024-09-09 @ 17:26 UTC,2024-09-09 @ 17:26 UTC,00:00:00,c0bd63e5-5a87-46ba-9164-378837acf01a,c3b9c964-8710-4e14-ad6d-71567015af68,2,2,0,15600,3679.51,93,93,false,2024-09-09 15:14:00 UTC,2024-09-09 19:34:00 UTC,2024-09-09 15:30:00 UTC,2024-09-09 20:15:00 UTC
LUUFFEH2JK,2024-09-08 22:09:00 UTC,,,,345.00,USD,345.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH694,ETAWJ,HAAB,ADD,OPKC,KHI,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-09-08 @ 22:09 UTC,2024-09-08 @ 22:09 UTC,00:00:00,139867d2-a990-46f0-822f-7c3a51f0152d,11e008a7-821e-4dd3-884e-878241637059,2,2,0,17700,3792.31,157,157,false,2024-09-08 21:08:00 UTC,2024-09-09 02:03:00 UTC,2024-09-08 20:45:00 UTC,2024-09-09 02:05:00 UTC
9XQECHPL9C,2024-09-30 12:06:00 UTC,,,,275.00,USD,275.00,USD,Somalia,I Fly Air Solutions Ltd,D7P9XP2QMT,IFY710,5YIFB,HKJK,NBO,HCMM,MGQ,FOKKER,FOKKER 70,F70,36740.0,2024-09-30 @ 12:06 UTC,2024-09-30 @ 12:50 UTC,00:44:00,9720ccc5-858d-4e5f-983d-0d3a36fde32d,07b830ed-eabd-420a-8e77-b0e2d36c3796,45,45,2640,5340,1001.77,70,70,false,2024-09-30 11:22:00 UTC,2024-09-30 12:51:00 UTC,,
D9UCHKJ3WM,2024-09-30 07:13:00 UTC,,,,345.00,USD,345.00,USD,Somalia,TURK HAVA YOLLARI (TURKISH AIRLINES CO.),MX37XUPJXH,THY647,TCLCK,HCMM,MGQ,LTFM,IST,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-09-30 @ 07:13 UTC,2024-09-30 @ 08:47 UTC,01:34:00,5362bb46-8ee5-4181-9249-1b500da51703,c09fd529-5d7a-4eba-8026-d045152a6f18,56,56,5640,23160,5014.71,209,209,false,2024-09-30 07:13:00 UTC,2024-09-30 13:39:00 UTC,2024-09-30 07:05:00 UTC,2024-09-30 14:15:00 UTC
LV22VXVCVF,2024-09-09 03:38:00 UTC,,,,395.00,USD,395.00,USD,Somalia,CORSE AIR INTERNATIONAL,N49T9VTEMP,CRL910,FHETE,LFPO,ORY,FMEE,RUN,AIRBUS,AIRBUS A-330-900,A339,251000.0,2024-09-09 @ 03:38 UTC,2024-09-09 @ 04:22 UTC,00:44:00,544b3733-3276-4224-bfcb-e2c44743f3bb,c772dac7-77ef-4f93-a1f4-646b0d27301b,47,47,2640,37740,9529.59,274,275,false,2024-09-08 20:16:00 UTC,2024-09-09 06:45:00 UTC,2024-09-08 19:15:00 UTC,2024-09-09 06:45:00 UTC
NKNNP7JPH4,2024-09-30 08:14:00 UTC,,,,345.00,USD,345.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR1459,A7AHJ,OTHH,DOH,HDAM,JIB,AIRBUS,AIRBUS A-320 ,A320,73900.0,2024-09-30 @ 08:14 UTC,2024-09-30 @ 08:14 UTC,00:00:00,1dcd61ad-93ca-49fe-bd5b-9e9e82fea186,6d708a34-a884-4dd5-9c59-3f9f91c7beb3,7,8,0,12840,3630.97,46,47,false,2024-09-30 05:56:00 UTC,2024-09-30 09:30:00 UTC,2024-09-30 05:30:00 UTC,2024-09-30 09:30:00 UTC
MY2E7HKPMD,2024-09-09 08:44:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR MAURITIUS LIMITED,E9VVF7HATN,MAU16,3BNBP,FIMP,MRU,LFPG,CDG,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-09-09 @ 08:44 UTC,2024-09-09 @ 09:29 UTC,00:45:00,db65508c-5e90-439f-a8ec-dec4faf0e5fd,42302aa5-c519-41f5-9f5d-bb214a237229,20,20,2700,40380,9581.64,289,289,false,2024-09-09 05:15:00 UTC,2024-09-09 16:28:00 UTC,2024-09-09 05:00:00 UTC,2024-09-09 16:50:00 UTC
D72MUFEHPF,2024-09-30 12:55:00 UTC,,,,365.00,USD,365.00,USD,Somalia,NEW WAY CARGO AIRLINES,L2HNNUDUXW,NWY9101,EX76019,,,HCMF,BSA,ILYUSHIN,ILYUSHIN Il-76,IL76,170000.0,2024-09-30 @ 12:55 UTC,2024-09-30 @ 13:17 UTC,00:22:00,9cc87954-1d2a-4e0e-bcb7-7f0b406a122e,83906da1-5437-4e91-92c1-dafc29a56bf3,23,23,1320,10140,1902.55,77,77,false,2024-09-30 10:29:00 UTC,2024-09-30 13:18:00 UTC,,
PQV9MVVLF7,2024-09-09 16:34:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE248,A6EWD,SBGL,GIG,OMDB,DXB,BOEING,BOEING 777-200LR BBJ,B77L,347500.0,2024-09-09 @ 16:34 UTC,2024-09-09 @ 18:40 UTC,02:06:00,3349e872-2070-4a0c-ba93-c8007b8c60f2,8abbc4bd-e6a4-419c-a57c-b89891d9a3f3,107,107,7560,51240,13301.83,285,285,false,2024-09-09 06:28:00 UTC,2024-09-09 20:42:00 UTC,2024-09-09 06:00:00 UTC,2024-09-09 20:30:00 UTC
7CQCPDKNAT,2024-09-09 15:07:00 UTC,,,,345.00,USD,345.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH379,ETAQN,HCMM,MGQ,HAAB,ADD,BOEING,BOEING 737-800,B738,70530.0,2024-09-09 @ 15:07 UTC,2024-09-09 @ 15:44 UTC,00:37:00,4c4d0006-b9ee-4c14-a5f4-053bbd75c9c9,7b677631-9f2f-4282-b836-27c9e4395ec0,38,38,2220,6060,1269.27,79,79,false,2024-09-09 15:07:00 UTC,2024-09-09 16:48:00 UTC,2024-09-09 15:00:00 UTC,2024-09-09 17:00:00 UTC
HTX7DVZEJ7,2024-09-09 16:58:00 UTC,,,,345.00,USD,345.00,USD,Somalia,Royal Jet Group,WFZK4D9CCT,ROJ002,A6RJY,OMAA,AUH,HAAB,ADD,BOEING,BOEING 737-700 700,B737,66320.0,2024-09-09 @ 16:58 UTC,2024-09-09 @ 17:56 UTC,00:58:00,c6ad35ba-8cad-420e-a34f-9f8dec4a9f4c,80001257-ab0e-41e7-bd96-1d6d6a60d107,27,27,3480,13140,3062.37,133,133,false,2024-09-09 14:44:00 UTC,2024-09-09 18:23:00 UTC,,
LUDWK3DYZF,2024-09-09 14:35:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB1289,A6FMJ,OMDB,DXB,HKMO,MBA,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-09-09 @ 14:35 UTC,2024-09-09 @ 16:46 UTC,02:11:00,f54fc569-d9ee-4d95-ab64-51473d731e0d,01cf63f2-6edc-453e-afae-ba012c42f0b7,77,77,7860,17820,3917.48,149,150,false,2024-09-09 12:33:00 UTC,2024-09-09 17:30:00 UTC,2024-09-09 12:00:00 UTC,2024-09-09 17:30:00 UTC
PEJQXV434F,2024-09-09 08:14:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE261,A6EUL,OMDB,DXB,SBGR,GRU,AIRBUS,AIRBUS A-380-800,A388,560000.0,2024-09-09 @ 08:14 UTC,2024-09-09 @ 08:35 UTC,00:21:00,a72ed112-eb66-4028-81c6-cfb81b21de25,ac1508c2-f34d-4875-9570-5672fe40516b,23,23,1260,53700,13150.06,312,312,false,2024-09-09 06:07:00 UTC,2024-09-09 21:02:00 UTC,2024-09-09 05:05:00 UTC,2024-09-09 20:35:00 UTC
X7WD29A9P2,2024-09-09 20:31:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH3685,ETBAA,VHHH,HKG,HAAB,ADD,BOEING,BOEING 777-200F,B77L,347500.0,2024-09-09 @ 20:31 UTC,2024-09-09 @ 20:31 UTC,00:00:00,17c153c4-47d1-4e50-9c33-baef1e903ab9,f2314d9b-6b1a-4d46-b45b-db0391320041,2,2,0,34560,8727.26,428,428,false,2024-09-09 12:18:00 UTC,2024-09-09 21:54:00 UTC,,
W9PAZL7UQP,2024-09-30 09:05:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH602,ETASL,HAAB,ADD,OMDB,DXB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-30 @ 09:05 UTC,2024-09-30 @ 09:05 UTC,00:00:00,dfe869fa-d36a-45d6-9e02-ff3b918a18db,ac977314-0210-4192-9e7a-0b217f332627,2,2,0,13140,2995.01,108,108,false,2024-09-30 08:12:00 UTC,2024-09-30 11:51:00 UTC,2024-09-30 07:30:00 UTC,2024-09-30 11:45:00 UTC
WK4CTDD93F,2024-09-09 14:55:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR FRANCE,VCUKH9C3FA,AFR934,FHTYR,LFPG,CDG,FMMI,TNR,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-09-09 @ 14:55 UTC,2024-09-09 @ 16:31 UTC,01:36:00,e6c11286-a9ec-42de-a128-f25c8fbe1d86,757beff7-9442-42c7-af7a-127be0ae7078,49,49,5760,36900,9209.0,284,285,false,2024-09-09 08:35:00 UTC,2024-09-09 18:50:00 UTC,2024-09-09 08:10:00 UTC,2024-09-09 18:50:00 UTC
