Bill,Fir Start Date,Bill Date,Accounting Date,Due Date,Total,Total Currency,Outstanding,Outstanding Currency,Country,Operator,Operator Ref ID,Call Sign,Aircraft Registration,Origin ICAO Code,Origin IATA Code,Destination ICAO Code,Destination IATA Code,Aircraft Manufacturer,Aircraft Model,Aircraft Model ICAO Code,Aircraft Model MTOW (kg),Fir Started,Fir Ended,Duration,Flight ID,Flight Segment ID,Flight Segment Observed Point Count,Flight Segment Point Count,Flight Segment Duration Seconds,Flight Duration Seconds,Flight Length Km,Flight Path Observed Point Count,Flight Path Point Count,Manually Updated,Flight Takeoff,Flight Landing,Departure Scheduled Utc,Arrival Scheduled Utc
FUVYLQVT3N,2024-09-17 12:24:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB618,A6FEC,HDAM,JIB,OMDB,DXB,BOEING,BOEING 737-800,B738,70530.0,2024-09-17 @ 12:24 UTC,2024-09-17 @ 12:52 UTC,00:28:00,9418a424-dad0-4e1b-bdd4-5deb8a75f187,da4aea23-5fa9-4fc1-bd0b-e0b66e5bcd93,32,33,1680,13140,2554.33,141,142,false,2024-09-17 11:50:00 UTC,2024-09-17 15:29:00 UTC,2024-09-17 11:50:00 UTC,2024-09-17 15:50:00 UTC
4KEFJAWTPY,2024-09-17 20:36:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH600,ETAPY,HAAB,ADD,OMDB,DXB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-17 @ 20:36 UTC,2024-09-17 @ 20:36 UTC,00:00:00,eba2857f-0d09-4d43-8947-dfd453fe4cd0,ca2ce544-b09b-4508-8b76-729fbf15e3e5,4,4,0,12720,3022.33,116,116,false,2024-09-17 19:38:00 UTC,2024-09-17 23:10:00 UTC,2024-09-17 18:45:00 UTC,2024-09-17 22:55:00 UTC
7FW7PH3HZX,2024-09-01 14:19:00 UTC,,,,345.00,USD,345.00,USD,Somalia,OMAN AIR,PWYJYKMFN9,OMA706,A4OMI,HTDA,DAR,OOMS,MCT,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-09-01 @ 14:19 UTC,2024-09-01 @ 16:29 UTC,02:10:00,7fea6c0d-ceac-4e9f-883f-0309d19118cf,17cb6a98-09a2-47ac-bb08-84b3474b0933,89,89,7800,18720,4057.05,174,174,false,2024-09-01 13:24:00 UTC,2024-09-01 18:36:00 UTC,2024-09-01 13:15:00 UTC,2024-09-01 18:50:00 UTC
43LP3TYCKK,2024-09-17 19:27:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB1688,A6FMU,HTZA,ZNZ,OMDB,DXB,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-09-17 @ 19:27 UTC,2024-09-17 @ 21:32 UTC,02:05:00,812e7c22-23a6-481b-a8b8-6422edcf33ed,a8114fed-37a8-48cd-a6fb-c6c5ff56b8da,119,119,7500,17640,4103.41,199,199,false,2024-09-17 18:36:00 UTC,2024-09-17 23:30:00 UTC,2024-09-17 18:30:00 UTC,2024-09-17 23:40:00 UTC
DPCDVFVV44,2024-09-17 15:34:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR FRANCE,VCUKH9C3FA,AFR934,FHTYR,LFPG,CDG,FMMI,TNR,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-09-17 @ 15:34 UTC,2024-09-17 @ 16:21 UTC,00:47:00,fc20ccc5-ab12-4d28-a8a5-c9bdf32848b1,40e466be-a5aa-4a23-9711-b9913a915b8a,50,50,2820,37260,9191.65,260,260,false,2024-09-17 08:32:00 UTC,2024-09-17 18:53:00 UTC,2024-09-17 08:10:00 UTC,2024-09-17 18:50:00 UTC
973M9WDCNF,2024-09-17 16:01:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE262,A6EVD,SBGR,GRU,OMDB,DXB,AIRBUS,AIRBUS A-380-800,A388,560000.0,2024-09-17 @ 16:01 UTC,2024-09-17 @ 16:28 UTC,00:27:00,c507a759-45a1-4059-a26d-153e596a37dd,ded76931-f812-4bf6-ba3d-3f8cce53a08f,29,29,1620,52680,13102.29,263,263,false,2024-09-17 04:22:00 UTC,2024-09-17 19:00:00 UTC,2024-09-17 04:05:00 UTC,2024-09-17 18:55:00 UTC
HUKYQ3LYX2,2024-09-17 20:48:00 UTC,,,,345.00,USD,345.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH624,ETAPF,HAAB,ADD,OOMS,MCT,BOEING,BOEING 737-800,B738,70530.0,2024-09-17 @ 20:48 UTC,2024-09-17 @ 20:48 UTC,00:00:00,af23b2ba-64f4-4ebe-8130-aa52968d4af8,8af7d0c7-7fd4-4b15-8ed2-84f8b895cea0,2,2,0,13740,2873.49,134,134,false,2024-09-17 19:47:00 UTC,2024-09-17 23:36:00 UTC,2024-09-17 19:20:00 UTC,2024-09-17 23:40:00 UTC
KD3DPPA2JW,2024-09-01 16:33:00 UTC,,,,345.00,USD,345.00,USD,Somalia,,,ROGUE80,901797,,,HCMM,MGQ,LOCKHEED,LOCKHEED KC-130H Hercules,C130,70310.0,2024-09-01 @ 16:33 UTC,2024-09-01 @ 17:13 UTC,00:40:00,260236af-9bee-4bf7-9648-96ef01197330,0f114be3-79c9-4e16-9122-739f615a59e6,44,44,2400,4320,369.06,42,42,false,2024-09-01 16:31:00 UTC,2024-09-01 17:43:00 UTC,,
E2W4MAJNNP,2024-09-17 15:20:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE762,A6EEA,FAOR,JNB,OMDB,DXB,AIRBUS,AIRBUS A-380-800,A388,560000.0,2024-09-17 @ 15:20 UTC,2024-09-17 @ 17:20 UTC,02:00:00,c869f8b1-16ef-4672-9bd8-91fdcb2c7fd6,26d7807d-8a8b-412a-95e0-aabebdac44cb,117,117,7200,27420,6662.41,280,280,false,2024-09-17 11:52:00 UTC,2024-09-17 19:29:00 UTC,2024-09-17 11:25:00 UTC,2024-09-17 19:45:00 UTC
9PQQUVDMNF,2024-09-01 15:29:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE762,A6EEQ,FAOR,JNB,OMDB,DXB,AIRBUS,AIRBUS A-380-800,A388,560000.0,2024-09-01 @ 15:29 UTC,2024-09-01 @ 17:34 UTC,02:05:00,40df9cb6-d5f6-46d0-8bc5-595ee62ffb33,c42e9562-4288-421b-9a07-962eab20e28d,84,84,7500,27960,6795.13,300,300,false,2024-09-01 12:02:00 UTC,2024-09-01 19:48:00 UTC,2024-09-01 11:25:00 UTC,2024-09-01 19:45:00 UTC
LTN49UCKKF,2024-09-17 21:53:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE4N,A6EGX,HKJK,NBO,OMDB,DXB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-17 @ 21:53 UTC,2024-09-17 @ 22:35 UTC,00:42:00,f2cd11ff-fcc5-4e76-8c9d-ef9218b1921e,01cabe8e-42bd-421a-b2b9-b0aad2976e6c,43,43,2520,16320,3870.34,201,201,false,2024-09-17 20:10:00 UTC,2024-09-18 00:42:00 UTC,2024-09-17 19:45:00 UTC,2024-09-18 00:50:00 UTC
U9ZYT2CAP4,2024-09-17 14:03:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ASTRAL AVIATION LIMITED,N99EHTX4M3,ABD4401,TFAMM,HKJK,NBO,VHHX,HKG,BOEING,BOEING 747-400,B744,396890.0,2024-09-17 @ 14:03 UTC,2024-09-17 @ 18:14 UTC,04:11:00,beac54b5-a2ed-428e-981c-5ed87d0d025f,f3957b06-40ca-4362-8750-390508d236ae,58,58,15060,38520,9070.32,423,423,false,2024-09-17 13:24:00 UTC,2024-09-18 00:06:00 UTC,,
VXMPWTDAJH,2024-09-17 20:47:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE776,A6EPA,FALE,DUR,OMDB,DXB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-17 @ 20:47 UTC,2024-09-17 @ 22:40 UTC,01:53:00,41fd109f-0f94-4124-bc72-8d0201126073,ed6e6fdd-9a38-4108-9f3b-5b777cb8a765,113,113,6780,28080,6879.73,265,265,false,2024-09-17 16:57:00 UTC,2024-09-18 00:45:00 UTC,2024-09-17 16:40:00 UTC,2024-09-18 01:00:00 UTC
FAC74LAPAM,2024-09-17 13:33:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH3676,ETARI,HAAB,ADD,ZGHA,CSX,BOEING,BOEING 777-200,B772,247210.0,2024-09-17 @ 13:33 UTC,2024-09-17 @ 13:33 UTC,00:00:00,4aa9aee9-e1ba-4cbe-bbc2-dd936104a631,d7ba3d2a-c26d-40a4-a2d2-c373f265d7d8,1,2,0,36083,8294.36,383,384,false,2024-09-17 12:40:36 UTC,2024-09-17 22:42:00 UTC,,
YDNFYX7QWM,2024-09-17 21:27:00 UTC,,,,365.00,USD,365.00,USD,Somalia,ASTRAL AVIATION LIMITED,N99EHTX4M3,ACP520,5YSNL,VAAH,AMD,HKJK,NBO,BOEING,BOEING 767-200,B762,179170.0,2024-09-17 @ 21:27 UTC,2024-09-17 @ 22:56 UTC,01:29:00,3255e69e-5a00-45a7-b5c3-7590a561dd3d,4d3502d2-80bf-47f1-8c64-b1fd174ab439,45,45,5340,21780,5055.19,285,285,false,2024-09-17 18:01:00 UTC,2024-09-18 00:04:00 UTC,,
M44H3PUZAA,2024-09-17 19:49:00 UTC,,,,345.00,USD,345.00,USD,Somalia,KENYA AIRWAYS LTD.,AK4EJKM49H,KQA306,5YCYD,HKJK,NBO,HKMO,MBA,BOEING,BOEING 737-800,B738,70530.0,2024-09-17 @ 19:49 UTC,2024-09-17 @ 19:48 UTC,23:59:37,d1d20b2b-6ecc-4bbe-9c3f-d5a02dcfd96a,f8357977-b429-4d58-8d21-9dbf43571730,77,78,-22,2700,8066.72,244,245,false,2024-09-17 17:00:00 UTC,2024-09-17 17:45:00 UTC,2024-09-17 16:45:00 UTC,2024-09-17 17:45:00 UTC
JTPFYZVUEA,2024-09-17 22:10:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE9YT,A6EOX,FIMP,MRU,OMDB,DXB,AIRBUS,AIRBUS A-380-800,A388,560000.0,2024-09-17 @ 22:10 UTC,2024-09-17 @ 22:10 UTC,00:00:00,57fad86f-250a-4078-8ec6-7eb11d89c3f9,55a39889-008b-422d-b4f0-36b5e1de845a,2,2,0,22800,5308.38,138,138,false,2024-09-17 17:55:00 UTC,2024-09-18 00:15:00 UTC,,
WYPHPV2CCZ,2024-09-17 21:16:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH612,ETASL,HAAB,ADD,OMDB,DXB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-17 @ 21:16 UTC,2024-09-17 @ 21:16 UTC,00:00:00,e7056fc9-1828-4ec5-9fce-bd85569b00e8,1c457c10-6603-4d8b-be51-4daf0487e76e,2,2,0,13980,3146.11,139,139,false,2024-09-17 20:21:00 UTC,2024-09-18 00:14:00 UTC,2024-09-17 19:50:00 UTC,2024-09-18 00:10:00 UTC
NCLMWKVZ9A,2024-09-17 22:04:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE708,A6ENQ,FSIA,SEZ,OMDB,DXB,BOEING,BOEING 777-300,B773,299370.0,2024-09-17 @ 22:04 UTC,2024-09-17 @ 22:04 UTC,00:00:00,2864a881-36cc-4f17-94d5-b8e902793f25,321ced8f-b0e8-45b7-b384-f1ca028844c4,2,2,0,14940,3478.38,106,106,false,2024-09-17 19:52:00 UTC,2024-09-18 00:01:00 UTC,2024-09-17 19:50:00 UTC,2024-09-18 00:20:00 UTC
MCYZMZAWCD,2024-09-17 22:09:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE794,A6EGH,FNLU,LAD,OMDB,DXB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-17 @ 22:09 UTC,2024-09-17 @ 22:36 UTC,00:27:00,c1c99019-fc5a-4181-a24b-030f8add7889,8b17d151-6f42-4333-ad41-854380b38022,29,29,1620,26940,6472.08,146,146,false,2024-09-17 17:22:00 UTC,2024-09-18 00:51:00 UTC,2024-09-17 17:25:00 UTC,2024-09-18 01:10:00 UTC
X39VUU3DYZ,2024-09-18 12:33:00 UTC,,,,245.00,USD,245.00,USD,Somalia,PRESTIGE JETS INC,YLP7CQWWJ2,N935H,N935H,OMDW,DWC,HJJJ,JUB,HAWKER,HAWKER 900 Hawker 900,H25B,12700.0,2024-09-18 @ 12:33 UTC,2024-09-18 @ 13:29 UTC,00:56:00,d87131cf-4687-40e5-ab4e-3cc86a53d0b4,a1d8c393-35c6-49d4-9661-bf97009ac01c,14,14,3360,19260,3874.53,178,178,false,2024-09-18 09:40:00 UTC,2024-09-18 15:01:00 UTC,,
E9QQFH9EAA,2024-09-02 00:22:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH637,ETANN,,,HAAB,ADD,BOEING,BOEING 777-200LR BBJ,B77L,347500.0,2024-09-02 @ 00:22 UTC,2024-09-02 @ 00:22 UTC,00:00:00,b9522692-dffe-4fe4-91c0-9d7286dbb1be,31f6327d-7819-42c8-96fc-b62ff5376d11,4,4,0,30540,7726.53,296,296,false,2024-09-01 16:54:00 UTC,2024-09-02 01:23:00 UTC,2024-09-01 16:50:00 UTC,2024-09-02 02:05:00 UTC
XUAWJ9CE2Q,2024-09-01 05:02:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FREEDOM AIRLINES,MVEKTJTP9T,FDT101,5YFAH,HKJK,NBO,HCMM,MGQ,AIRBUS,AIRBUS A-320 ,A320,73900.0,2024-09-01 @ 05:02 UTC,2024-09-01 @ 05:48 UTC,00:46:00,598da485-4924-4e6a-8a73-e6c789fb931f,8310fded-5c9f-44d0-874b-95093742825f,47,47,2760,5640,1045.0,92,92,false,2024-09-01 04:15:00 UTC,2024-09-01 05:49:00 UTC,2024-09-01 04:00:00 UTC,2024-09-01 05:30:00 UTC
VXTLCY3QZC,2024-09-16 06:17:00 UTC,,,,365.00,USD,365.00,USD,Somalia,DHL AVIATION EEMEA B.S.C.(C),4U9CJY7KKU,DHX412,A9CDHW,OBBI,BAH,,,BOEING,BOEING 767-300,B763,186880.0,2024-09-16 @ 06:17 UTC,2024-09-16 @ 07:04 UTC,00:47:00,0e78aad8-298b-4379-97c3-ac05c3e26ba8,b7050401-6682-4f66-a398-63b5b594f82c,47,47,2820,27300,2818.61,139,139,false,2024-09-16 03:44:00 UTC,2024-09-16 11:19:00 UTC,,
A3LC447NWM,2024-09-17 21:29:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE60L,A6EGS,FACT,CPT,OMDB,DXB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-17 @ 21:29 UTC,2024-09-17 @ 23:23 UTC,01:54:00,e6b4923c-cdf5-4994-84be-9fd1f9890797,b78ed5ef-362b-40f9-8839-ca79951fd7a1,114,114,6840,31920,7975.89,330,330,false,2024-09-17 16:34:00 UTC,2024-09-18 01:26:00 UTC,,
E2NDLLXNPD,2024-09-01 06:49:00 UTC,,,,245.00,USD,245.00,USD,Somalia,"AMERIFLIGHT, INC. (BURBANK, CA)",3RY9CHMNCT,7QYES,N1110J,HCMM,MGQ,HCMM,MGQ,EMBRAER,EMBRAER EMB-120 Brasilia,E120,12000.0,2024-09-01 @ 06:49 UTC,2024-09-01 @ 08:49 UTC,02:00:00,c7a6e9e1-fce0-4793-85ff-d2fcb9154c8e,670d8f4e-9b8b-4a7a-9b4f-270cee67c7f7,82,82,7200,7200,580.16,78,78,false,2024-09-01 06:49:00 UTC,2024-09-01 08:49:00 UTC,,
YCFYDZ42LT,2024-09-16 09:38:00 UTC,,,,345.00,USD,345.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH373,ETAPF,HCMH,HGA,HAAB,ADD,BOEING,BOEING 737-800,B738,70530.0,2024-09-16 @ 09:38 UTC,2024-09-16 @ 09:38 UTC,00:00:00,e82c68c2-0c9f-488a-b70b-26417b009624,ec323d3c-2ad6-42fe-8b15-d6181bfb8837,1,2,0,4020,588.71,12,13,false,2024-09-16 09:00:00 UTC,2024-09-16 10:07:00 UTC,2024-09-16 09:00:00 UTC,2024-09-16 10:20:00 UTC
JP4L7XYLHX,2024-09-17 21:30:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE2AR,A6EDQ,FAOR,JNB,OMDB,DXB,AIRBUS,AIRBUS A-380-800,A388,560000.0,2024-09-17 @ 21:30 UTC,2024-09-17 @ 23:24 UTC,01:54:00,aa8d6d72-58c2-4371-827e-863e75f1795f,1801dbd3-3c39-43a1-84bd-969fc215da16,113,113,6840,27600,6674.61,281,281,false,2024-09-17 17:59:00 UTC,2024-09-18 01:39:00 UTC,2024-09-17 17:10:00 UTC,2024-09-18 01:25:00 UTC
T4H2KEU9ZH,2024-09-17 19:12:00 UTC,,,,345.00,USD,345.00,USD,Somalia,KENYA AIRWAYS LTD.,AK4EJKM49H,KQA204,5YCYC,HKJK,NBO,VABB,BOM,BOEING,BOEING 737-800,B738,70530.0,2024-09-17 @ 19:12 UTC,2024-09-17 @ 20:54 UTC,01:42:00,73186a07-7301-474f-aaca-4e754142467e,7a46aecb-f497-4886-9ac9-e8f3b77b2b34,56,56,6120,21300,4700.59,194,194,false,2024-09-17 18:10:00 UTC,2024-09-18 00:05:00 UTC,2024-09-17 17:45:00 UTC,2024-09-18 00:05:00 UTC
LWCVPQLY32,2024-09-01 06:57:00 UTC,,,,275.00,USD,275.00,USD,Somalia,SALAAM AIR EXPRESS,PFWJM9LVPT,5YMMB,5YMMB,HCMM,MGQ,,,FOKKER,FOKKER 70,F70,36740.0,2024-09-01 @ 06:57 UTC,2024-09-01 @ 07:43 UTC,00:46:00,d085f2a0-8f91-470a-b2c6-6150d912033f,9a607091-525c-4a27-bb59-6030fc2e1e32,48,48,2760,5400,1056.64,90,90,false,2024-09-01 06:57:00 UTC,2024-09-01 08:27:00 UTC,,
WWEYUTYP7P,2024-09-01 03:02:00 UTC,,,,395.00,USD,395.00,USD,Somalia,CORSE AIR INTERNATIONAL,N49T9VTEMP,CRL772,FHSKA,LFPO,ORY,FMEE,RUN,AIRBUS,AIRBUS A-330-900,A339,251000.0,2024-09-01 @ 03:02 UTC,2024-09-01 @ 03:44 UTC,00:42:00,a4eb5958-14e1-4789-91cf-de4e1c476ea5,45271600-679e-4b92-89c0-0a1f0d58acf9,44,44,2520,39900,9513.9,265,265,false,2024-08-31 19:38:00 UTC,2024-09-01 06:43:00 UTC,2024-08-31 19:15:00 UTC,2024-09-01 06:45:00 UTC
EZYKFLJ9AH,2024-09-18 00:14:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE5QL,A6EPC,OMDB,DXB,FSIA,SEZ,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-18 @ 00:14 UTC,2024-09-18 @ 00:17 UTC,00:03:00,4813d914-880a-41aa-844b-6107633a223e,9ea603e0-7167-4de4-8086-ce1af0a4b012,3,3,180,14220,3377.97,75,75,false,2024-09-17 22:31:00 UTC,2024-09-18 02:28:00 UTC,2024-09-17 22:15:00 UTC,2024-09-18 02:50:00 UTC
42PCXC7QUH,2024-09-01 09:29:00 UTC,,,,245.00,USD,245.00,USD,Somalia,"AMERIFLIGHT, INC. (BURBANK, CA)",3RY9CHMNCT,7QYES,N1110J,HCMM,MGQ,HCMM,MGQ,EMBRAER,EMBRAER EMB-120 Brasilia,E120,12000.0,2024-09-01 @ 09:29 UTC,2024-09-01 @ 11:46 UTC,02:17:00,7ecbab36-7f87-484d-a46e-48a0d5ee728d,911446ba-2ea6-490c-9bad-72c14d303ff5,112,112,8220,8280,603.07,88,88,false,2024-09-01 09:29:00 UTC,2024-09-01 11:47:00 UTC,,
X223N24FPY,2024-09-18 01:51:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH605,ETAUA,ZBAA,PEK,HAAB,ADD,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-09-18 @ 01:51 UTC,2024-09-18 @ 01:51 UTC,00:00:00,158ddfb6-0988-4b04-84dc-2e8f849cd67a,51ea15f9-0a62-46ca-89d2-b387381548b4,4,4,0,37260,9445.12,427,427,false,2024-09-17 16:34:00 UTC,2024-09-18 02:55:00 UTC,2024-09-17 16:10:00 UTC,2024-09-18 03:30:00 UTC
XVQUNVVTPP,2024-09-18 00:04:00 UTC,,,,395.00,USD,395.00,USD,Somalia,KENYA AIRWAYS LTD.,AK4EJKM49H,KQA311,9HHFJ,OMDB,DXB,HKJK,NBO,AIRBUS,AIRBUS A-330-200,A332,230000.0,2024-09-18 @ 00:04 UTC,2024-09-18 @ 00:50 UTC,00:46:00,fbedf844-a516-467a-8104-89f7b01ff3f9,dd81a1c2-0cbd-484e-8b69-afd9d2e1b857,46,46,2760,17160,3890.79,229,229,false,2024-09-17 22:08:00 UTC,2024-09-18 02:54:00 UTC,2024-09-17 20:55:00 UTC,2024-09-18 02:00:00 UTC
APCQT3ECLL,2024-09-16 07:27:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE85H,A6EPH,OMDB,DXB,FACT,CPT,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-16 @ 07:27 UTC,2024-09-16 @ 09:25 UTC,01:58:00,90c51b4c-1e4f-4c4f-8e3b-d68be16bcfb0,f3060dab-d67f-4d24-bdd6-5bf123015fb5,110,110,7080,32040,7919.1,316,316,false,2024-09-16 05:38:00 UTC,2024-09-16 14:32:00 UTC,,
KDTPV2WCXU,2024-09-17 21:40:00 UTC,,,,345.00,USD,345.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR1488,A7AHU,HTZA,ZNZ,OTHH,DOH,AIRBUS,AIRBUS A-320 ,A320,73900.0,2024-09-17 @ 21:40 UTC,2024-09-17 @ 23:47 UTC,02:07:00,999f1bab-08fd-4f9a-bb01-87356fc8674d,3a5d13a0-4925-4353-883d-39f9c359c6f2,122,122,7620,19920,4363.85,217,217,false,2024-09-17 20:46:00 UTC,2024-09-18 02:18:00 UTC,2024-09-17 20:20:00 UTC,2024-09-18 02:15:00 UTC
PNVLZ2PQPU,2024-09-17 23:17:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE788,A6EGL,DGAA,ACC,OMDB,DXB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-17 @ 23:17 UTC,2024-09-17 @ 23:42 UTC,00:25:00,4bbe35cb-2cd0-4a14-ae9e-f41d61f19f12,fe6341f3-5e52-4fc9-8a26-9d9f7d5aa23f,27,27,1500,30840,7505.82,229,229,false,2024-09-17 17:26:00 UTC,2024-09-18 02:00:00 UTC,2024-09-17 17:20:00 UTC,2024-09-18 02:10:00 UTC
FQDX4LP3ZV,2024-09-24 08:45:00 UTC,,,,345.00,USD,345.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH689,ETATI,VIDP,DEL,HAAB,ADD,BOEING,BOEING 737-800,B738,70530.0,2024-09-24 @ 08:45 UTC,2024-09-24 @ 08:45 UTC,00:00:00,ac2f8cee-3b95-4003-9ea9-c8dcb338cb3a,76c3b51f-37f1-48c8-b09f-fcd727bf61ef,2,2,0,19980,5042.94,184,184,false,2024-09-24 04:18:00 UTC,2024-09-24 09:51:00 UTC,2024-09-24 04:05:00 UTC,2024-09-24 10:45:00 UTC
XKVKXAQ3DU,2024-09-18 00:41:00 UTC,,,,345.00,USD,345.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH695,ETBAN,OPKC,KHI,HAAB,ADD,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-09-18 @ 00:41 UTC,2024-09-18 @ 00:41 UTC,00:00:00,f028ad3e-eeb4-4964-9df6-099625f6de4f,c91bc3d4-a5a3-4e4c-94f1-3d090623b88b,2,2,0,16200,3723.99,155,155,false,2024-09-17 21:10:00 UTC,2024-09-18 01:40:00 UTC,2024-09-17 21:00:00 UTC,2024-09-18 02:00:00 UTC
N33VQMUF2T,2024-09-17 09:40:00 UTC,,,,40.00,USD,40.00,USD,Somalia,No name found,DYUKXVA7KT,A7GIS,VARIOUS,OTBD,DIA,OTBD,DIA,PIPER,PIPER PA-31-350 Navajo Chieftain,PA31,2950.0,2024-09-17 @ 09:40 UTC,2024-09-17 @ 09:40 UTC,00:00:00,2d4e6cbb-be1f-4c65-9581-ac012063817c,4ec628a7-ca6c-4e06-b05a-9d9a06094c4d,3,4,0,30749,10589.1,5,6,false,2024-09-17 09:40:00 UTC,2024-09-17 18:12:29 UTC,,
UHWYPCFEPQ,2024-09-18 00:26:00 UTC,,,,345.00,USD,345.00,USD,Somalia,KENYA AIRWAYS LTD.,AK4EJKM49H,KQA203,5YCYA,VABB,BOM,HKJK,NBO,BOEING,BOEING 737-800,B738,70530.0,2024-09-18 @ 00:26 UTC,2024-09-18 @ 02:03 UTC,01:37:00,f745f606-5584-4374-afeb-997d4dcdedb4,385cae54-8e04-4e0c-9ed4-59fd65528f2a,52,52,5820,20880,4683.15,214,214,false,2024-09-17 21:33:00 UTC,2024-09-18 03:21:00 UTC,2024-09-17 21:10:00 UTC,2024-09-18 03:25:00 UTC
VD4YNU3DFY,2024-09-17 22:30:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EL AL - ISRAEL AIRLINES LTD.,VVYM9N3KFU,ELY082,4XECF,VTBS,BKK,LLBG,TLV,BOEING,BOEING 777-200,B772,247210.0,2024-09-17 @ 22:30 UTC,2024-09-18 @ 00:18 UTC,01:48:00,c3d98a74-b0f3-4dc8-8a15-c8f2a1918547,adebd693-689f-466d-9862-9dc20fdec28a,65,65,6480,36600,9262.46,252,253,false,2024-09-17 17:20:00 UTC,2024-09-18 03:30:00 UTC,2024-09-17 16:55:00 UTC,2024-09-18 03:30:00 UTC
CNMXYT9WAP,2024-09-17 21:57:00 UTC,,,,345.00,USD,345.00,USD,Somalia,INTERGLOBE AVIATION PRIVATE LTD (T/A INDIGO),EYJ3FARPKX,IGO1853,VTIQU,VABB,BOM,HKJK,NBO,AIRBUS,AIRBUS A-320neo,A20N,79000.0,2024-09-17 @ 21:57 UTC,2024-09-18 @ 02:06 UTC,04:09:00,2130c681-7502-4c29-ba18-0b5f9066d978,77f7510c-eb1f-4281-8679-2bf7443074b2,80,80,14940,20220,4621.86,138,138,false,2024-09-17 21:17:00 UTC,2024-09-18 02:54:00 UTC,2024-09-17 20:50:00 UTC,2024-09-18 02:40:00 UTC
